,course_id,course_title,url,platform,subject,level,num_subscribers,num_reviews,rating,num_lectures,content_duration,instructor,language,tags,course_type,learning_path,playlist_id,skill_level_score,popularity_score,last_updated,career_relevance_score,combined_features,level_num,title_clean
825,CRS_0826,GenAI Engineering: Code Generation,https://www.deeplearning.ai/short-courses/genai-engineering-code-generation-948/,DeepLearning.AI,Generative AI,Intermediate,0.0389736133548734,0.0488116704156892,0.0,35,8.1,Isa Fulford,English,"lora,rlhf,vision language model,ollama,model alignment",Video,GenAI & LLM Path,PL_007,2,0.0541841328986182,2025,0.0366805088578516,"GenAI Engineering: Code Generation Generative AI Intermediate lora,rlhf,vision language model,ollama,model alignment GenAI & LLM Path Isa Fulford",2.0,genai engineering: code generation
826,CRS_0827,Practical Guide to Fine-tuning LLMs,https://www.freecodecamp.org/learn/practical-guide-to-fine-tuning-llms-839,freeCodeCamp,Generative AI,Beginner,0.0810825448111393,0.1130837871359276,0.1999999999999993,57,14.3,Younes Mourri,English,"lora,ppo,music generation,embeddings,openai api,vector database",Article,GenAI & LLM Path,PL_007,1,0.1824250892718522,2025,0.1331348553222509,"Practical Guide to Fine-tuning LLMs Generative AI Beginner lora,ppo,music generation,embeddings,openai api,vector database GenAI & LLM Path Younes Mourri",1.0,practical guide to fine-tuning llms
827,CRS_0828,Stable Diffusion – GenAI Practical,https://www.codecademy.com/learn/stable-diffusion-genai-practical-870,Codecademy,Generative AI,Beginner,0.0903744903454111,0.1160870255677306,0.7999999999999989,183,53.4,Maxime Labonne,English,"function calling,pinecone,embeddings,chroma,multimodal,instruction tuning",Project-based,GenAI & LLM Path,PL_007,1,0.3763390777829529,2024,0.2959206435694169,"Stable Diffusion – GenAI Practical Generative AI Beginner function calling,pinecone,embeddings,chroma,multimodal,instruction tuning GenAI & LLM Path Maxime Labonne",1.0,stable diffusion – genai practical
828,CRS_0829,Production GenAI: Text-to-Image,https://www.simplilearn.com/courses/production-genai-text-to-image-126,Simplilearn,Generative AI,Intermediate,0.0398581429340718,0.0219533915085142,0.0,134,21.2,Jerry Liu,English,"deployment,lora,dall-e,vllm,vision language model,chroma",Video,GenAI & LLM Path,PL_007,2,0.0380375718056202,2024,0.0270462122651777,"Production GenAI: Text-to-Image Generative AI Intermediate deployment,lora,dall-e,vllm,vision language model,chroma GenAI & LLM Path Jerry Liu",2.0,production genai: text-to-image
829,CRS_0830,Building Reranking with LLMs,https://www.deeplearning.ai/short-courses/building-reranking-with-llms-231/,DeepLearning.AI,Generative AI,Intermediate,0.0791651665512731,0.1018407399143252,1.0,213,38.2,Andrej Karpathy,English,"dreambooth,chroma,evaluation,qlora,pinecone,image generation",Video,GenAI & LLM Path,PL_007,2,0.4226051855301971,2024,0.3376890303775663,"Building Reranking with LLMs Generative AI Intermediate dreambooth,chroma,evaluation,qlora,pinecone,image generation GenAI & LLM Path Andrej Karpathy",2.0,building reranking with llms
830,CRS_0831,GenAI Engineering: RAG Systems,https://online.stanford.edu/courses/genai-engineering-rag-systems-274,Stanford Online,Generative AI,Beginner,0.0543429494576505,0.0673758651397189,0.1999999999999993,67,17.7,Lewis Tunstall,English,"audio generation,openai api,controlnet,evaluation,model alignment,qdrant,diffusion models",Video,GenAI & LLM Path,PL_007,1,0.1374010246856078,2024,0.1033442035322288,"GenAI Engineering: RAG Systems Generative AI Beginner audio generation,openai api,controlnet,evaluation,model alignment,qdrant,diffusion models GenAI & LLM Path Lewis Tunstall",1.0,genai engineering: rag systems
831,CRS_0832,Advanced Guide to Memory & Context,https://developers.google.com/learn/advanced-guide-to-memory-context-784,Google,Generative AI,Advanced,0.0115058081390876,0.0079744624223309,0.5999999999999996,130,15.4,Omar Sanseviero,English,"embeddings,retrieval augmented generation,faiss,rag,openai api",Project-based,GenAI & LLM Path,PL_007,3,0.1981058841794752,2024,0.1656418252901584,"Advanced Guide to Memory & Context Generative AI Advanced embeddings,retrieval augmented generation,faiss,rag,openai api GenAI & LLM Path Omar Sanseviero",3.0,advanced guide to memory & context
832,CRS_0833,GenAI Engineering: LLM Orchestration,https://www.edx.org/learn/genai-engineering-llm-orchestration-112,edX,Generative AI,Intermediate,0.0223021770905454,0.0481985594908566,0.5999999999999996,18,4.1,Maxime Labonne,English,"quantization,retrieval augmented generation,tool use,llamaindex,lora,music generation,gpt,rlhf,image generation",Interactive,GenAI & LLM Path,PL_007,2,0.2297779847849712,2022,0.1858109988113992,"GenAI Engineering: LLM Orchestration Generative AI Intermediate quantization,retrieval augmented generation,tool use,llamaindex,lora,music generation,gpt,rlhf,image generation GenAI & LLM Path Maxime Labonne",2.0,genai engineering: llm orchestration
833,CRS_0834,AI-Powered Audio Generation,https://cognitiveclass.ai/courses/ai-powered-audio-generation-353,IBM Skills,Generative AI,Advanced,0.0084957304408031,0.0108590990686744,0.1999999999999993,86,12.6,Isa Fulford,English,"pinecone,chunking,tool use,langchain,multimodal,audio generation",Video,GenAI & LLM Path,PL_007,3,0.0737463126843657,2024,0.0604375429583227,"AI-Powered Audio Generation Generative AI Advanced pinecone,chunking,tool use,langchain,multimodal,audio generation GenAI & LLM Path Isa Fulford",3.0,ai-powered audio generation
834,CRS_0835,Text-to-Image – GenAI Comprehensive,https://explore.skillbuilder.aws/learn/course/text-to-image-genai-comprehensive-860,AWS Training,Generative AI,Beginner,0.1238758366028155,0.1037765622769934,0.7999999999999989,20,6.5,James Briggs,English,"agents,guardrails,claude,phi,diffusion models,faiss",Interactive,GenAI & LLM Path,PL_007,1,0.3895357863685763,2021,0.3072078406539489,"Text-to-Image – GenAI Comprehensive Generative AI Beginner agents,guardrails,claude,phi,diffusion models,faiss GenAI & LLM Path James Briggs",1.0,text-to-image – genai comprehensive
835,CRS_0836,Prompt Injection & Safety – GenAI Hands-On,https://www.simplilearn.com/courses/prompt-injection-safety-genai-hands-on-426,Simplilearn,Generative AI,Intermediate,0.0631047003615662,0.0762207440553367,1.0,191,51.3,Maxime Labonne,English,"llamaindex,jailbreak,mistral,instruction tuning,gemini",Video,GenAI & LLM Path,PL_007,2,0.3966775345443253,2025,0.3204773380492475,"Prompt Injection & Safety – GenAI Hands-On Generative AI Intermediate llamaindex,jailbreak,mistral,instruction tuning,gemini GenAI & LLM Path Maxime Labonne",2.0,prompt injection & safety – genai hands-on
836,CRS_0837,Fine-tuning LLMs – GenAI Deep Dive,https://www.simplilearn.com/courses/fine-tuning-llms-genai-deep-dive-540,Simplilearn,Generative AI,Intermediate,0.0237133625663512,0.0356770252259967,0.7999999999999989,27,3.1,Andrej Karpathy,English,"agents,deployment,instruction tuning,memory,audio generation",Interactive,GenAI & LLM Path,PL_007,2,0.2850489054494643,2024,0.2342287142946147,"Fine-tuning LLMs – GenAI Deep Dive Generative AI Intermediate agents,deployment,instruction tuning,memory,audio generation GenAI & LLM Path Andrej Karpathy",2.0,fine-tuning llms – genai deep dive
837,CRS_0838,Intermediate GenAI: Stable Diffusion,https://ocw.mit.edu/courses/intermediate-genai-stable-diffusion-626/,MIT OpenCourseWare,Generative AI,Intermediate,0.01568859143011,0.0272321760613352,0.1999999999999993,187,53.7,Anupam Datta,English,"audio generation,faiss,pinecone,red teaming,stable diffusion,vector database,embeddings",Video,GenAI & LLM Path,PL_007,2,0.0884955752212389,2024,0.0699981660601199,"Intermediate GenAI: Stable Diffusion Generative AI Intermediate audio generation,faiss,pinecone,red teaming,stable diffusion,vector database,embeddings GenAI & LLM Path Anupam Datta",2.0,intermediate genai: stable diffusion
838,CRS_0839,AI-Powered LLM Observability,https://www.coursera.org/learn/ai-powered-llm-observability-621,Coursera,Generative AI,Intermediate,0.020072928686822,0.0438685892217109,0.3999999999999986,145,15.8,Anupam Datta,English,"ai safety,anthropic api,langchain,claude,function calling,dpo,video generation,faiss",Video,GenAI & LLM Path,PL_007,2,0.1636391864617295,2022,0.1307205096381611,"AI-Powered LLM Observability Generative AI Intermediate ai safety,anthropic api,langchain,claude,function calling,dpo,video generation,faiss GenAI & LLM Path Anupam Datta",2.0,ai-powered llm observability
839,CRS_0840,Production GenAI: LoRA & QLoRA,https://www.youtube.com/watch?v=production-genai-lora-qlora-414,YouTube,Generative AI,Advanced,0.0082590968536041,0.0108993030637454,1.0,129,9.3,Sharon Zhou,Hindi,"faiss,qdrant,memory,diffusion models,jailbreak,llama,video generation,ollama,textual inversion",Article,GenAI & LLM Path,PL_007,3,0.3221549448843347,2024,0.2700464986415647,"Production GenAI: LoRA & QLoRA Generative AI Advanced faiss,qdrant,memory,diffusion models,jailbreak,llama,video generation,ollama,textual inversion GenAI & LLM Path Sharon Zhou",3.0,production genai: lora & qlora
840,CRS_0841,GenAI Engineering: AI Copilots,https://www.youtube.com/watch?v=genai-engineering-ai-copilots-724,YouTube,Generative AI,Beginner,0.2707131317793676,0.4638073585372178,0.3999999999999986,140,6.5,Nicholas Renotte,Hindi,"qdrant,diffusion models,jailbreak,audio generation,dreambooth,context window",Article,GenAI & LLM Path,PL_007,1,0.5800341561869276,2025,0.4067082669944684,"GenAI Engineering: AI Copilots Generative AI Beginner qdrant,diffusion models,jailbreak,audio generation,dreambooth,context window GenAI & LLM Path Nicholas Renotte",1.0,genai engineering: ai copilots
841,CRS_0842,Complete GenAI Prompt Injection & Safety Course,https://course.fast.ai/complete-genai-prompt-injection-safety-course-441,Fast.ai,Generative AI,Intermediate,0.0186823601815524,0.0209764344282891,0.5999999999999996,120,34.2,Andrej Karpathy,English,"guardrails,tool use,qdrant,instruction tuning,faiss,dpo,dall-e",Video,GenAI & LLM Path,PL_007,2,0.2106815711845986,2025,0.1739192489075353,"Complete GenAI Prompt Injection & Safety Course Generative AI Intermediate guardrails,tool use,qdrant,instruction tuning,faiss,dpo,dall-e GenAI & LLM Path Andrej Karpathy",2.0,complete genai prompt injection & safety course
842,CRS_0843,Modern Guide to RAG Systems,https://www.udacity.com/course/modern-guide-to-rag-systems-119,Udacity,Generative AI,Beginner,0.0624114162627894,0.173371687944631,0.3999999999999986,123,27.8,Jerry Liu,English,"rag,music generation,vision language model,pinecone,chroma,guardrails",Bootcamp,GenAI & LLM Path,PL_007,1,0.2702996429125912,2024,0.199246846260652,"Modern Guide to RAG Systems Generative AI Beginner rag,music generation,vision language model,pinecone,chroma,guardrails GenAI & LLM Path Jerry Liu",1.0,modern guide to rag systems
843,CRS_0844,Advanced GenAI: LoRA & QLoRA,https://www.datacamp.com/courses/advanced-genai-lora-qlora-732,DataCamp,Generative AI,Advanced,0.005757365951227,0.0082377985900458,0.0,12,6.8,Leandro von Werra,Hindi,"instruction tuning,evaluation,weaviate,llama,claude,vector database,anthropic api,qdrant,agents",Interactive,GenAI & LLM Path,PL_007,3,0.0083837913367489,2025,0.0057512859977907,"Advanced GenAI: LoRA & QLoRA Generative AI Advanced instruction tuning,evaluation,weaviate,llama,claude,vector database,anthropic api,qdrant,agents GenAI & LLM Path Leandro von Werra",3.0,advanced genai: lora & qlora
844,CRS_0845,GenAI Engineering: Memory & Context,https://www.udacity.com/course/genai-engineering-memory-context-700,Udacity,Generative AI,Advanced,0.0137221324717285,0.0374942458032054,0.3999999999999986,141,29.4,Omar Sanseviero,English,"gpt-4,llama,ollama,image generation,embeddings,weaviate,stable diffusion,lora",Video,GenAI & LLM Path,PL_007,3,0.1557211613103555,2025,0.1253205400779772,"GenAI Engineering: Memory & Context Generative AI Advanced gpt-4,llama,ollama,image generation,embeddings,weaviate,stable diffusion,lora GenAI & LLM Path Omar Sanseviero",3.0,genai engineering: memory & context
845,CRS_0846,Complete GenAI Fine-tuning LLMs Course,https://frontendmasters.com/courses/complete-genai-fine-tuning-llms-course-523/,FrontendMasters,Generative AI,Beginner,0.0304089545349642,0.0979087891963824,0.7999999999999989,92,25.5,Siraj Raval,English,"red teaming,openai api,controlnet,faiss,dall-e,llamaindex",Bootcamp,GenAI & LLM Path,PL_007,1,0.327744139108834,2022,0.2606691592080997,"Complete GenAI Fine-tuning LLMs Course Generative AI Beginner red teaming,openai api,controlnet,faiss,dall-e,llamaindex GenAI & LLM Path Siraj Raval",1.0,complete genai fine-tuning llms course
846,CRS_0847,Production GenAI: Prompt Injection & Safety,https://frontendmasters.com/courses/production-genai-prompt-injection-safety-806/,FrontendMasters,Generative AI,Intermediate,0.0240381567812908,0.0644007695044656,0.5999999999999996,34,7.0,James Briggs,English,"phi,memory,claude,red teaming,context window",Interactive,GenAI & LLM Path,PL_007,2,0.2409563732339699,2024,0.1927048218963621,"Production GenAI: Prompt Injection & Safety Generative AI Intermediate phi,memory,claude,red teaming,context window GenAI & LLM Path James Briggs",2.0,production genai: prompt injection & safety
847,CRS_0848,LLM LLM Orchestration Masterclass,https://www.youtube.com/watch?v=llm-llm-orchestration-masterclass-470,YouTube,Generative AI,Intermediate,0.0368300638510654,0.099191296639147,0.5999999999999996,249,73.8,Siraj Raval,English,"llamaindex,video generation,vision language model,pinecone,deployment,dreambooth,tool use",Video,GenAI & LLM Path,PL_007,2,0.2704548983077162,2021,0.2117793261692028,"LLM LLM Orchestration Masterclass Generative AI Intermediate llamaindex,video generation,vision language model,pinecone,deployment,dreambooth,tool use GenAI & LLM Path Siraj Raval",2.0,llm llm orchestration masterclass
848,CRS_0849,Building Fine-tuning LLMs with LLMs,https://neetcode.io/courses/building-fine-tuning-llms-with-llms-624,Neetcode,Generative AI,Intermediate,0.0200553888760673,0.0248219465568293,1.0,215,7.0,Isa Fulford,English,"large language model,dall-e,dpo,gpt,model alignment,chunking,qdrant",Article,GenAI & LLM Path,PL_007,2,0.3381462505822077,2025,0.2808541228622724,"Building Fine-tuning LLMs with LLMs Generative AI Intermediate large language model,dall-e,dpo,gpt,model alignment,chunking,qdrant GenAI & LLM Path Isa Fulford",2.0,building fine-tuning llms with llms
849,CRS_0850,Complete GenAI Reranking Course,https://scrimba.com/learn/complete-genai-reranking-course-899,Scrimba,Generative AI,Intermediate,0.0183895684283406,0.0122803102944339,0.7999999999999989,69,20.5,Younes Mourri,English,"stable diffusion,anthropic api,chunking,model alignment,evaluation",Video,GenAI & LLM Path,PL_007,2,0.2671945350100916,2022,0.2229453335255458,"Complete GenAI Reranking Course Generative AI Intermediate stable diffusion,anthropic api,chunking,model alignment,evaluation GenAI & LLM Path Younes Mourri",2.0,complete genai reranking course
850,CRS_0851,GenAI Engineering: Function Calling,https://www.youtube.com/watch?v=genai-engineering-function-calling-937,YouTube,Generative AI,Intermediate,0.0231120855450419,0.0486227116388555,0.5999999999999996,220,10.6,Harrison Chase,English,"prompt injection,instruction tuning,deployment,quantization,tool use,openai api,audio generation",Article,GenAI & LLM Path,PL_007,2,0.2305542617605961,2024,0.1863557602025977,"GenAI Engineering: Function Calling Generative AI Intermediate prompt injection,instruction tuning,deployment,quantization,tool use,openai api,audio generation GenAI & LLM Path Harrison Chase",2.0,genai engineering: function calling
851,CRS_0852,Generative AI with OpenAI API,https://online.stanford.edu/courses/generative-ai-with-openai-api-688,Stanford Online,Generative AI,Beginner,0.0862635587352873,0.0631866088533217,0.1999999999999993,27,3.2,Matt Shumer,English,"llm,textual inversion,guardrails,qlora,large language model,ollama,retrieval augmented generation",Project-based,GenAI & LLM Path,PL_007,1,0.1546343735444806,2024,0.1169157724795769,"Generative AI with OpenAI API Generative AI Beginner llm,textual inversion,guardrails,qlora,large language model,ollama,retrieval augmented generation GenAI & LLM Path Matt Shumer",1.0,generative ai with openai api
852,CRS_0853,Production-Grade Guide to Vector Databases,https://www.simplilearn.com/courses/production-grade-guide-to-vector-databases-781,Simplilearn,Generative AI,Advanced,0.0098147549811523,0.0065311389992823,0.3999999999999986,109,12.8,Siraj Raval,English,"memory,reranking,dall-e,fine-tuning,vision language model,quantization",Video,GenAI & LLM Path,PL_007,3,0.1339854059928582,2023,0.1118650301917952,"Production-Grade Guide to Vector Databases Generative AI Advanced memory,reranking,dall-e,fine-tuning,vision language model,quantization GenAI & LLM Path Siraj Raval",3.0,production-grade guide to vector databases
853,CRS_0854,LLM Orchestration – GenAI Advanced,https://www.youtube.com/watch?v=llm-orchestration-genai-advanced-898,YouTube,Generative AI,Beginner,0.0487002077082852,0.1476210291016618,0.1999999999999993,129,15.9,Andrew Ng,English,"stable diffusion,fine-tuning,claude,qdrant,red teaming,deployment",Video,GenAI & LLM Path,PL_007,1,0.183667132432852,2024,0.1306837564598855,"LLM Orchestration – GenAI Advanced Generative AI Beginner stable diffusion,fine-tuning,claude,qdrant,red teaming,deployment GenAI & LLM Path Andrew Ng",1.0,llm orchestration – genai advanced
854,CRS_0855,Agents & Tool Use – GenAI Production-Grade,https://explore.skillbuilder.aws/learn/course/agents-tool-use-genai-production-grade-890,AWS Training,Generative AI,Beginner,0.1594536502807908,0.1444328522925323,1.0,73,18.1,Sebastian Witalec,Hindi,"large language model,phi,deployment,instruction tuning,mistral,guardrails,qlora",Project-based,GenAI & LLM Path,PL_007,1,0.4989908399316876,2021,0.3917151586577473,"Agents & Tool Use – GenAI Production-Grade Generative AI Beginner large language model,phi,deployment,instruction tuning,mistral,guardrails,qlora GenAI & LLM Path Sebastian Witalec",1.0,agents & tool use – genai production-grade
855,CRS_0856,Production GenAI: Audio Generation,https://www.deeplearning.ai/short-courses/production-genai-audio-generation-704/,DeepLearning.AI,Generative AI,Intermediate,0.0146388183706438,0.0158946494513159,0.7999999999999989,35,8.1,Nicholas Renotte,English,"gemini,langchain,model alignment,vllm,controlnet",Video,GenAI & LLM Path,PL_007,2,0.2670392796149666,2022,0.2225051047155475,"Production GenAI: Audio Generation Generative AI Intermediate gemini,langchain,model alignment,vllm,controlnet GenAI & LLM Path Nicholas Renotte",2.0,production genai: audio generation
856,CRS_0857,Building LLM Orchestration with LLMs,https://ocw.mit.edu/courses/building-llm-orchestration-with-llms-525/,MIT OpenCourseWare,Generative AI,Beginner,0.1421353950303869,0.1041544798306607,0.5999999999999996,181,16.4,DeepLearning.AI Team,English,"rag,gemini,chunking,model alignment,lora,jailbreak",Video,GenAI & LLM Path,PL_007,1,0.3389225275578326,2024,0.263570513729867,"Building LLM Orchestration with LLMs Generative AI Beginner rag,gemini,chunking,model alignment,lora,jailbreak GenAI & LLM Path DeepLearning.AI Team",1.0,building llm orchestration with llms
857,CRS_0858,AI-Powered Fine-tuning LLMs,https://www.edx.org/learn/ai-powered-fine-tuning-llms-463,edX,Generative AI,Beginner,0.0094019539964612,0.0091041946838257,0.1999999999999993,165,25.6,Matt Shumer,English,"faiss,guardrails,claude,dpo,evaluation,audio generation,ollama",Video,GenAI & LLM Path,PL_007,1,0.0732805464989908,2024,0.0602228418695159,"AI-Powered Fine-tuning LLMs Generative AI Beginner faiss,guardrails,claude,dpo,evaluation,audio generation,ollama GenAI & LLM Path Matt Shumer",1.0,ai-powered fine-tuning llms
858,CRS_0859,Generative AI with Code Generation,https://www.udemy.com/course/generative-ai-with-code-generation-146/,Udemy,Generative AI,Advanced,0.0040212324024924,0.0125335954633811,1.0,17,2.6,James Briggs,English,"evaluation,vector database,langchain,dall-e,llm,phi",Interactive,GenAI & LLM Path,PL_007,3,0.3204471355379599,2023,0.2686302573143097,"Generative AI with Code Generation Generative AI Advanced evaluation,vector database,langchain,dall-e,llm,phi GenAI & LLM Path James Briggs",3.0,generative ai with code generation
859,CRS_0860,Building Text-to-Image with LLMs,https://www.udemy.com/course/building-text-to-image-with-llms-400/,Udemy,Generative AI,Intermediate,0.0276185860450803,0.0732134852240267,1.0,129,29.8,Sam Witteveen,English,"textual inversion,ppo,reranking,anthropic api,vllm,langchain,evaluation",Project-based,GenAI & LLM Path,PL_007,2,0.3727682036950784,2023,0.3025235171608005,"Building Text-to-Image with LLMs Generative AI Intermediate textual inversion,ppo,reranking,anthropic api,vllm,langchain,evaluation GenAI & LLM Path Sam Witteveen",2.0,building text-to-image with llms
860,CRS_0861,Building RLHF & Alignment with LLMs,https://www.udemy.com/course/building-rlhf-alignment-with-llms-482/,Udemy,Generative AI,Advanced,0.0018367566735902,0.0058939056774071,0.7999999999999989,123,18.8,Sam Witteveen,English,"textual inversion,qdrant,large language model,context window,quantization,embeddings,red teaming",Video,GenAI & LLM Path,PL_007,3,0.2529110386585934,2025,0.2126985489868268,"Building RLHF & Alignment with LLMs Generative AI Advanced textual inversion,qdrant,large language model,context window,quantization,embeddings,red teaming GenAI & LLM Path Sam Witteveen",3.0,building rlhf & alignment with llms
861,CRS_0862,Advanced GenAI: Audio Generation,https://www.udemy.com/course/advanced-genai-audio-generation-637/,Udemy,Generative AI,Advanced,0.014321717055158,0.045496851022086,0.1999999999999993,51,11.5,Nicholas Renotte,English,"anthropic api,llama,llm,fine-tuning,retrieval augmented generation,gemini",Article,GenAI & LLM Path,PL_007,3,0.0988976866946126,2025,0.0761663510637492,"Advanced GenAI: Audio Generation Generative AI Advanced anthropic api,llama,llm,fine-tuning,retrieval augmented generation,gemini GenAI & LLM Path Nicholas Renotte",3.0,advanced genai: audio generation
862,CRS_0863,Generative AI with Fine-tuning LLMs,https://www.udacity.com/course/generative-ai-with-fine-tuning-llms-928,Udacity,Generative AI,Intermediate,0.0232008616047388,0.0460777987508618,1.0,268,39.1,Leandro von Werra,English,"faiss,jailbreak,quantization,pinecone,phi",Video,GenAI & LLM Path,PL_007,2,0.3532060239093308,2024,0.2902809560312402,"Generative AI with Fine-tuning LLMs Generative AI Intermediate faiss,jailbreak,quantization,pinecone,phi GenAI & LLM Path Leandro von Werra",2.0,generative ai with fine-tuning llms
863,CRS_0864,AI-Powered RLHF & Alignment,https://www.coursera.org/learn/ai-powered-rlhf-alignment-300,Coursera,Generative AI,Intermediate,0.0180043080236941,0.0544140971288317,0.3999999999999986,49,2.5,Omar Sanseviero,English,"retrieval augmented generation,model alignment,phi,chunking,openai api,ollama",Interactive,GenAI & LLM Path,PL_007,2,0.1689178698959788,2022,0.1336886060696963,"AI-Powered RLHF & Alignment Generative AI Intermediate retrieval augmented generation,model alignment,phi,chunking,openai api,ollama GenAI & LLM Path Omar Sanseviero",2.0,ai-powered rlhf & alignment
864,CRS_0865,Generative AI with Text-to-Image,https://www.mygreatlearning.com/academy/generative-ai-with-text-to-image-847,Great Learning,Generative AI,Beginner,0.0724155704284945,0.1409270639223419,0.1999999999999993,50,5.2,Sebastian Witalec,Hindi,"embeddings,vision language model,prompt injection,music generation,controlnet,diffusion models,evaluation",Video,GenAI & LLM Path,PL_007,1,0.1942244993013507,2024,0.1394221154908285,"Generative AI with Text-to-Image Generative AI Beginner embeddings,vision language model,prompt injection,music generation,controlnet,diffusion models,evaluation GenAI & LLM Path Sebastian Witalec",1.0,generative ai with text-to-image
865,CRS_0866,Building LoRA & QLoRA with LLMs,https://www.coursera.org/learn/building-lora-qlora-with-llms-747,Coursera,Generative AI,Beginner,0.034327717516732,0.0968996689201005,0.5999999999999996,48,7.4,Isa Fulford,English,"context window,llamaindex,langchain,llm,openai api",Interactive,GenAI & LLM Path,PL_007,1,0.2675050458003415,2021,0.2097406275209496,"Building LoRA & QLoRA with LLMs Generative AI Beginner context window,llamaindex,langchain,llm,openai api GenAI & LLM Path Isa Fulford",1.0,building lora & qlora with llms
866,CRS_0867,OpenAI API – GenAI Modern,https://www.simplilearn.com/courses/openai-api-genai-modern-743,Simplilearn,Generative AI,Beginner,0.0283663358719901,0.0644088103034798,0.5999999999999996,49,12.1,Omar Sanseviero,Hindi,"rlhf,instruction tuning,rag,prompt injection,textual inversion,pinecone,stable diffusion,vllm,mistral",Project-based,GenAI & LLM Path,PL_007,1,0.2435957149510945,2024,0.1947495631212853,"OpenAI API – GenAI Modern Generative AI Beginner rlhf,instruction tuning,rag,prompt injection,textual inversion,pinecone,stable diffusion,vllm,mistral GenAI & LLM Path Omar Sanseviero",1.0,openai api – genai modern
867,CRS_0868,AI-Powered LoRA & QLoRA,https://www.youtube.com/watch?v=ai-powered-lora-qlora-890,YouTube,Generative AI,All Levels,0.169166858989153,0.2873620751694096,0.7999999999999989,122,12.5,Siraj Raval,English,"prompt injection,music generation,llama,vllm,evaluation,embeddings,function calling,diffusion models,pinecone",Article,GenAI & LLM Path,PL_007,2,0.5315944729079336,2022,0.3973678140201425,"AI-Powered LoRA & QLoRA Generative AI All Levels prompt injection,music generation,llama,vllm,evaluation,embeddings,function calling,diffusion models,pinecone GenAI & LLM Path Siraj Raval",,ai-powered lora & qlora
868,CRS_0869,LLM Streaming & Deployment Masterclass,https://www.coursera.org/learn/llm-streaming-deployment-masterclass-223,Coursera,Generative AI,All Levels,0.0576287406723594,0.0532984362656117,0.3999999999999986,118,23.6,Sebastian Witalec,English,"vision language model,chroma,phi,red teaming,fine-tuning,faiss,instruction tuning,dpo,midjourney",Bootcamp,GenAI & LLM Path,PL_007,2,0.1928272007452258,2022,0.1520601084507736,"LLM Streaming & Deployment Masterclass Generative AI All Levels vision language model,chroma,phi,red teaming,fine-tuning,faiss,instruction tuning,dpo,midjourney GenAI & LLM Path Sebastian Witalec",,llm streaming & deployment masterclass
869,CRS_0870,AI-Powered Agents & Tool Use,https://www.youtube.com/watch?v=ai-powered-agents-tool-use-462,YouTube,Generative AI,Advanced,0.0056859758442957,0.0089614705013237,0.5999999999999996,25,3.4,Andrew Ng,English,"dreambooth,memory,openai api,dall-e,red teaming,diffusion models,evaluation,gpt-4,chunking",Video,GenAI & LLM Path,PL_007,3,0.1951560316721006,2024,0.1632616655052544,"AI-Powered Agents & Tool Use Generative AI Advanced dreambooth,memory,openai api,dall-e,red teaming,diffusion models,evaluation,gpt-4,chunking GenAI & LLM Path Andrew Ng",3.0,ai-powered agents & tool use
870,CRS_0871,AI-Powered Prompt Injection & Safety,https://www.coursera.org/learn/ai-powered-prompt-injection-safety-331,Coursera,Generative AI,Beginner,0.1760901607815985,0.5000753824907581,0.5999999999999996,36,2.9,Anupam Datta,English,"stable diffusion,textual inversion,dpo,evaluation,llamaindex,weaviate",Interactive,GenAI & LLM Path,PL_007,1,0.6059618071727993,2021,0.4278427633308088,"AI-Powered Prompt Injection & Safety Generative AI Beginner stable diffusion,textual inversion,dpo,evaluation,llamaindex,weaviate GenAI & LLM Path Anupam Datta",1.0,ai-powered prompt injection & safety
871,CRS_0872,Modern Guide to Multimodal AI,https://cognitiveclass.ai/courses/modern-guide-to-multimodal-ai-838,IBM Skills,Generative AI,Advanced,0.0061069313024078,0.018192307769623,1.0,86,22.6,Omar Sanseviero,Hindi,"llm,claude,pinecone,vision language model,midjourney,music generation,faiss",Video,GenAI & LLM Path,PL_007,3,0.3252600527868343,2024,0.2717375134556153,"Modern Guide to Multimodal AI Generative AI Advanced llm,claude,pinecone,vision language model,midjourney,music generation,faiss GenAI & LLM Path Omar Sanseviero",3.0,modern guide to multimodal ai
872,CRS_0873,GenAI Engineering: Document Q&A,https://www.udacity.com/course/genai-engineering-document-qa-882,Udacity,Generative AI,Beginner,0.0815479652280944,0.202260268602891,0.3999999999999986,100,24.1,Jerry Liu,Hindi,"rlhf,context window,anthropic api,audio generation,ppo,ollama",Video,GenAI & LLM Path,PL_007,1,0.3001086787765875,2024,0.219128590735873,"GenAI Engineering: Document Q&A Generative AI Beginner rlhf,context window,anthropic api,audio generation,ppo,ollama GenAI & LLM Path Jerry Liu",1.0,genai engineering: document q&a
873,CRS_0874,RLHF & Alignment – GenAI Practical,https://www.classcentral.com/course/rlhf-alignment-genai-practical-843,Class Central,Generative AI,Beginner,0.1975044234171859,0.539843164215228,0.3999999999999986,169,42.8,Jerry Liu,English,"video generation,openai api,rag,instruction tuning,vllm,ollama,weaviate,function calling,qdrant",Project-based,GenAI & LLM Path,PL_007,1,0.5817419655333024,2021,0.4004357323564823,"RLHF & Alignment – GenAI Practical Generative AI Beginner video generation,openai api,rag,instruction tuning,vllm,ollama,weaviate,function calling,qdrant GenAI & LLM Path Jerry Liu",1.0,rlhf & alignment – genai practical
